========== REACTION WHEEL SPEEDS AND CONTROL SIGNALS ==========
X [rad/s]	Y [rad/s]	Z [rad/s]	X [%]	Y [%]	Z [%]	X [Brake]	Y [Brake]	Z [Brake]
32.604605,	-17.268520,	19.799724,	6.392047,	-5.063982,	5.311239,	0,	0,	0,
32.020563,	-17.846703,	20.296218,	6.060979,	-5.702796,	5.100089,	0,	0,	0,
30.379883,	-20.691831,	19.757593,	6.315354,	-5.072543,	5.188529,	0,	0,	0,
30.419577,	-19.880649,	19.789977,	6.482573,	-5.206957,	4.834562,	0,	0,	0,
31.099088,	-19.934212,	18.419619,	6.589863,	-4.494027,	5.383199,	0,	0,	0,
31.917249,	-17.167335,	19.772216,	6.398912,	-4.733390,	4.978935,	0,	0,	0,
31.645865,	-16.490037,	18.975888,	6.358918,	-4.747457,	5.461801,	0,	0,	0,
31.330311,	-16.149481,	20.405767,	6.191079,	-5.415238,	5.065824,	0,	0,	0,
30.487173,	-18.571457,	19.687119,	6.240434,	-5.167752,	5.262592,	0,	0,	0,
30.188215,	-19.015333,	20.039488,	6.428341,	-4.946172,	5.142108,	0,	0,	0,
30.751042,	-18.405025,	19.772501,	6.303333,	-5.341763,	4.556982,	0,	0,	0,
30.589276,	-19.601059,	17.319932,	6.119488,	-5.306601,	4.851625,	0,	0,	0,
29.773179,	-20.161928,	17.043264,	6.534019,	-4.619557,	4.802582,	0,	0,	0,
30.923295,	-17.793088,	16.689110,	6.379441,	-4.670341,	4.779572,	0,	0,	0,
30.988644,	-16.608226,	16.391854,	6.540487,	-5.151034,	5.015527,	0,	0,	0,
31.658916,	-17.802541,	17.144257,	6.689937,	-4.179322,	5.326786,	0,	0,	0,
32.637152,	-14.686549,	18.805567,	6.363235,	-5.083796,	5.042956,	0,	0,	0,
31.926494,	-16.415744,	18.662320,	6.358698,	-4.873069,	5.158500,	0,	0,	0,
31.493429,	-16.599086,	19.032114,	6.590693,	-4.845052,	5.141021,	0,	0,	0,
32.150929,	-16.596255,	19.179593,	6.356032,	-5.070455,	4.944535,	0,	0,	0,
31.614111,	-17.479281,	18.494582,	6.353405,	-5.229422,	5.288482,	0,	0,	0,
31.290120,	-18.619190,	19.444265,	6.308448,	-5.256025,	4.745162,	0,	0,	0,
30.924352,	-19.389689,	17.866724,	6.459259,	-5.138113,	5.030925,	0,	0,	0,
31.302536,	-19.377121,	18.066506,	6.502595,	-4.654027,	4.936008,	0,	0,	0,
31.693613,	-17.469794,	17.810705,	6.341053,	-5.376934,	4.878365,	0,	0,	0,
31.288097,	-19.192615,	17.434988,	6.355382,	-4.795278,	5.130750,	0,	0,	0,
31.107379,	-17.916374,	18.206030,	6.316691,	-5.700482,	4.668922,	0,	0,	0,
30.849924,	-20.723457,	16.843949,	6.593083,	-4.938530,	5.034330,	0,	0,	0,
31.784292,	-19.373141,	17.482230,	6.495604,	-5.056449,	4.642607,	0,	0,	0,
31.947678,	-19.046930,	16.317728,	6.472975,	-4.337977,	5.446741,	0,	0,	0,
31.954332,	-16.036391,	18.793413,	6.435513,	-4.658012,	4.857919,	0,	0,	0,
31.811188,	-15.533341,	17.928969,	6.487031,	-4.957262,	4.963998,	0,	0,	0,
31.929744,	-16.413919,	17.840195,	6.350353,	-4.909482,	5.385439,	0,	0,	0,
31.462576,	-16.740937,	19.442433,	6.261734,	-5.470226,	4.886131,	0,	0,	0,
30.841774,	-19.132883,	18.418939,	6.397147,	-4.721951,	5.226930,	0,	0,	0,
31.010501,	-17.593671,	19.158479,	6.365135,	-4.895858,	4.953590,	0,	0,	0,
30.983452,	-17.376829,	18.517785,	6.483789,	-4.872605,	5.063446,	0,	0,	0,
31.433349,	-17.158855,	18.574582,	6.271973,	-5.293316,	5.247480,	0,	0,	0,
30.864884,	-18.682734,	19.330084,	6.455480,	-4.820240,	5.149280,	0,	0,	0,
31.252955,	-17.716407,	19.386122,	6.417827,	-4.882953,	5.049976,	0,	0,	0,
31.331935,	-17.397895,	19.029109,	6.343121,	-5.273448,	5.000049,	0,	0,	0,
31.084870,	-18.744431,	18.624536,	6.324238,	-4.925279,	4.835908,	0,	0,	0,
30.866390,	-18.164728,	17.743899,	6.426552,	-4.613308,	4.748604,	0,	0,	0,
31.140297,	-16.601538,	16.886656,	6.406372,	-5.408574,	4.898816,	0,	0,	0,
31.221146,	-18.809451,	16.975308,	6.574594,	-4.473210,	4.645020,	0,	0,	0,
31.928641,	-16.428399,	16.030986,	6.592132,	-4.193296,	4.801686,	0,	0,	0,
32.410888,	-13.938443,	16.094088,	6.585728,	-4.723718,	4.594879,	0,	0,	0,
32.667543,	-14.565336,	15.319266,	6.381761,	-5.087353,	4.971914,	0,	0,	0,
32.016965,	-16.358876,	16.346335,	6.474087,	-4.992147,	4.763564,	0,	0,	0,
31.999183,	-17.033225,	16.128730,	6.530690,	-5.187731,	4.976553,	0,	0,	0,
32.210954,	-18.194914,	16.837538,	6.311945,	-4.960577,	5.100468,	0,	0,	0,
31.476149,	-17.982169,	17.738070,	6.276721,	-5.354640,	5.171061,	0,	0,	0,
30.908530,	-19.404512,	18.541348,	6.462854,	-5.147892,	4.796775,	0,	0,	0,
31.307404,	-19.424165,	17.541694,	6.477299,	-5.396528,	4.554996,	0,	0,	0,
31.597171,	-20.411518,	16.008608,	6.527932,	-4.920921,	4.889057,	0,	0,	0,
31.965222,	-19.121752,	16.423933,	6.497025,	-5.430929,	4.875691,	0,	0,	0,
32.058980,	-20.369831,	16.614163,	6.558733,	-4.914985,	4.883300,	0,	0,	0,
32.355963,	-19.074094,	16.755184,	6.621154,	-4.970860,	5.040692,	0,	0,	0,
32.774492,	-18.536262,	17.455332,	6.551202,	-4.862355,	5.038847,	0,	0,	0,
32.744497,	-17.796119,	17.857209,	6.320837,	-5.288390,	4.952268,	0,	0,	0,
31.822813,	-19.035772,	17.752226,	6.055573,	-5.893598,	5.101536,	0,	0,	0,
30.243114,	-22.135514,	18.276742,	6.241452,	-4.828359,	4.902747,	0,	0,	0,
30.049599,	-19.765839,	17.803005,	6.316422,	-5.652788,	4.837650,	0,	0,	0,
30.230773,	-21.616962,	17.270690,	6.565858,	-4.514229,	5.313728,	0,	0,	0,
31.315650,	-18.229909,	18.828195,	6.394692,	-4.991734,	4.570704,	0,	0,	0,
31.277766,	-18.124905,	16.822004,	6.702424,	-4.389047,	4.617975,	0,	0,	0,
32.463446,	-15.698064,	15.835260,	6.445158,	-5.072541,	4.835371,	0,	0,	0,
32.146535,	-16.962628,	16.111931,	6.458132,	-4.610585,	4.696603,	0,	0,	0,
32.012273,	-15.888425,	15.728947,	6.440400,	-5.253939,	4.434712,	0,	0,	0,
31.864223,	-17.785831,	14.477266,	6.291427,	-4.975848,	4.851453,	0,	0,	0,
31.193009,	-17.803065,	15.381531,	6.453225,	-4.981831,	4.771336,	0,	0,	0,
31.435840,	-17.836617,	15.595470,	6.429030,	-5.041581,	5.179655,	0,	0,	0,
31.482771,	-18.090737,	17.323092,	6.612119,	-4.632161,	4.908980,	0,	0,	0,
32.228799,	-16.632296,	17.270223,	6.583313,	-4.849642,	5.093925,	0,	0,	0,
32.551665,	-16.633674,	17.965220,	6.513260,	-4.556630,	4.808602,	0,	0,	0,
32.465377,	-15.484437,	17.251466,	6.493290,	-5.543868,	5.221094,	0,	0,	0,
32.336574,	-18.687707,	18.453383,	6.584232,	-4.920863,	4.718570,	0,	0,	0,
32.618250,	-18.114248,	17.183349,	6.554331,	-4.856594,	5.128376,	0,	0,	0,
32.665481,	-17.526911,	18.049671,	6.421877,	-5.429207,	5.031018,	0,	0,	0,
32.173215,	-19.431158,	18.173771,	6.317960,	-5.242071,	5.208228,	0,	0,	0,
31.477704,	-19.809376,	18.941816,	6.480989,	-5.444612,	4.377814,	0,	0,	0,
31.711168,	-20.825334,	16.131323,	6.526511,	-5.024166,	4.838688,	0,	0,	0,
32.026257,	-19.768783,	16.297947,	6.635158,	-4.740324,	4.952441,	0,	0,	0,
32.636798,	-18.037359,	16.841780,	6.419084,	-5.181901,	4.673297,	0,	0,	0,
32.145489,	-18.758777,	16.063947,	6.450769,	-4.798445,	4.884470,	0,	0,	0,
31.982765,	-17.675301,	16.438269,	6.497577,	-4.811622,	4.830197,	0,	0,	0,
32.071394,	-17.093911,	16.443980,	6.360834,	-5.432762,	4.929811,	0,	0,	0,
31.586483,	-19.192095,	16.838289,	6.243625,	-5.326823,	4.375766,	0,	0,	0,
30.843100,	-20.002327,	14.894129,	6.479272,	-4.707010,	5.033522,	0,	0,	0,
31.333610,	-18.043073,	16.339720,	6.649214,	-4.353918,	4.885428,	0,	0,	0,
32.287232,	-15.512372,	16.603170,	6.634932,	-4.694660,	4.917682,	0,	0,	0,
32.788409,	-15.370981,	16.883706,	6.261244,	-5.608540,	4.719536,	0,	0,	0,
31.614577,	-18.875244,	16.269928,	6.256276,	-4.994904,	5.008391,	0,	0,	0,
30.909172,	-18.514434,	17.045006,	6.385396,	-5.495615,	4.609025,	0,	0,	0,
31.003765,	-20.268839,	15.930440,	6.436575,	-4.882538,	5.005831,	0,	0,	0,
31.259911,	-18.887733,	16.836583,	6.520149,	-4.864622,	4.790571,	0,	0,	0,
31.737603,	-18.010391,	16.521199,	6.551526,	-4.526615,	4.897882,	0,	0,	0,
32.139882,	-16.171092,	16.758094,	6.604108,	-4.528721,	4.680535,	0,	0,	0,
32.581328,	-15.104598,	16.043457,	6.534526,	-4.645706,	4.525371,	0,	0,	0,
32.566174,	-14.940567,	15.016869,	6.508948,	-4.377209,	4.156653,	0,	0,	0,
32.456929,	-13.790897,	12.969824,	6.541896,	-4.770975,	4.853165,	0,	0,	0,
32.522411,	-14.664599,	14.507408,	6.475878,	-4.958514,	4.766993,	0,	0,	0,
32.301560,	-15.911200,	15.067647,	6.517626,	-4.407126,	4.514599,	0,	0,	0,
32.336366,	-14.475490,	14.404393,	6.423280,	-5.125660,	4.887767,	0,	0,	0,
31.986407,	-16.456729,	15.481480,	6.532223,	-4.859348,	4.392470,	0,	0,	0,
32.209504,	-16.569180,	14.166868,	6.615709,	-4.834422,	4.239148,	0,	0,	0,
32.667541,	-16.537057,	12.796926,	6.494828,	-5.646177,	4.779515,	0,	0,	0,
32.460742,	-19.704340,	14.117308,	6.626528,	-4.728093,	4.434563,	0,	0,	0,
32.856810,	-17.951698,	13.534948,	6.698656,	-4.647429,	4.656844,	0,	0,	0,
33.371341,	-16.610979,	14.067086,	6.524412,	-5.510452,	4.725015,	0,	0,	0,
32.988108,	-19.214829,	14.645596,	6.607922,	-5.096334,	4.703387,	0,	0,	0,
33.091939,	-19.110969,	14.898749,	6.470097,	-4.720011,	4.746066,	0,	0,	0,
32.611664,	-17.573253,	15.214185,	6.389312,	-4.847018,	4.674901,	0,	0,	0,
32.013951,	-17.173205,	15.119189,	6.532373,	-4.850494,	4.553363,	0,	0,	0,
32.226191,	-16.953088,	14.586656,	6.481908,	-4.924695,	4.599751,	0,	0,	0,
32.152138,	-17.115696,	14.457550,	6.444819,	-4.848360,	4.580183,	0,	0,	0,
31.963298,	-16.911109,	14.305304,	6.386988,	-4.991181,	4.577060,	0,	0,	0,
31.625969,	-17.352121,	14.204087,	6.463629,	-5.256429,	4.707200,	0,	0,	0,
31.729665,	-18.650885,	14.655728,	6.311884,	-5.102046,	5.021673,	0,	0,	0,
31.194676,	-18.803859,	16.153909,	6.537940,	-4.921714,	4.531569,	0,	0,	0,
31.769309,	-18.185460,	15.105734,	6.701807,	-4.306760,	4.595937,	0,	0,	0,
32.748248,	-15.410483,	14.745893,	6.523654,	-5.208762,	4.984805,	0,	0,	0,
32.621042,	-17.329240,	16.061890,	6.554445,	-4.594858,	4.639112,	0,	0,	0,
32.667560,	-16.040921,	15.474063,	6.412445,	-5.161396,	4.672629,	0,	0,	0,
32.137408,	-17.511716,	15.262128,	6.477916,	-4.730303,	4.636855,	0,	0,	0,
32.084592,	-16.679153,	14.997877,	6.553010,	-5.259751,	4.819456,	0,	0,	0,
32.348466,	-18.270688,	15.560157,	6.634712,	-5.134097,	4.700756,	0,	0,	0,
32.823327,	-18.707492,	15.422828,	6.450567,	-5.131540,	4.757583,	0,	0,	0,
32.378051,	-18.952694,	15.565622,	6.616463,	-4.624792,	5.230565,	0,	0,	0,
32.768987,	-17.107043,	17.505465,	6.481393,	-4.683386,	4.147042,	0,	0,	0,
32.467288,	-16.258546,	14.386263,	6.569488,	-4.523521,	4.465118,	0,	0,	0,
32.636758,	-15.135291,	13.812034,	6.473120,	-4.864403,	4.507143,	0,	0,	0,
32.357552,	-15.816865,	13.641439,	6.457618,	-4.700126,	4.182124,	0,	0,	0,
32.133559,	-15.570359,	12.266088,	6.412570,	-4.847116,	4.280909,	0,	0,	0,
31.825864,	-16.003236,	11.850147,	6.362343,	-5.205150,	4.626721,	0,	0,	0,
31.448933,	-17.661427,	12.964378,	6.420112,	-4.664125,	4.696627,	0,	0,	0,
31.455418,	-16.506895,	13.889830,	6.245150,	-4.618779,	4.392695,	0,	0,	0,
30.772500,	-15.654285,	13.237699,	6.523752,	-4.288822,	4.078921,	0,	0,	0,
31.466935,	-13.861035,	11.625109,	6.474203,	-4.050443,	4.448523,	0,	0,	0,
31.678240,	-11.877571,	12.133470,	6.279817,	-4.662996,	4.263632,	0,	0,	0,
31.038768,	-13.122776,	11.704846,	6.369962,	-4.260255,	4.611678,	0,	0,	0,
31.018912,	-12.269672,	12.820429,	6.487679,	-4.133862,	3.855947,	0,	0,	0,
31.469340,	-11.275097,	10.506139,	6.304358,	-4.444486,	4.563535,	0,	0,	0,
31.013021,	-11.913103,	11.931034,	6.346271,	-4.594894,	4.229800,	0,	0,	0,
30.910883,	-12.876246,	11.453768,	6.501234,	-4.072950,	3.869277,	0,	0,	0,
31.459413,	-11.390467,	9.759872,	6.295195,	-4.267810,	4.321539,	0,	0,	0,
30.971255,	-11.287084,	10.545157,	6.389344,	-4.281853,	4.158865,	0,	0,	0,
31.055535,	-11.281792,	10.365548,	6.186871,	-4.604194,	4.477747,	0,	0,	0,
30.310097,	-12.543854,	11.512172,	6.395985,	-4.439828,	4.597972,	0,	0,	0,
30.695265,	-12.636197,	12.654052,	6.348050,	-4.580907,	4.578521,	0,	0,	0,
30.732190,	-13.243874,	13.244944,	6.388194,	-4.364221,	4.293878,	0,	0,	0,
30.911330,	-12.748490,	12.473025,	6.585096,	-3.808792,	4.666156,	0,	0,	0,
31.788827,	-10.279022,	13.483121,	6.432228,	-3.861278,	4.167666,	0,	0,	0,
31.701582,	-9.042036,	12.116833,	6.343368,	-4.204161,	4.530097,	0,	0,	0,
31.301836,	-9.665007,	12.740973,	6.364505,	-4.468490,	4.317094,	0,	0,	0,
31.151213,	-11.066491,	12.269660,	6.237363,	-4.646614,	4.667225,	0,	0,	0,
30.564181,	-12.584538,	13.368486,	6.242164,	-4.439240,	4.248239,	0,	0,	0,
30.240003,	-12.657659,	12.366086,	6.346048,	-4.580804,	4.516710,	0,	0,	0,
30.458312,	-13.256013,	12.834073,	6.374665,	-4.222986,	4.489435,	0,	0,	0,
30.698193,	-12.201249,	13.000481,	6.304649,	-5.019590,	4.494426,	0,	0,	0,
30.563560,	-14.711507,	13.117307,	6.223506,	-4.706674,	4.577489,	0,	0,	0,
30.166411,	-14.950163,	13.511589,	6.491237,	-4.324749,	4.412666,	0,	0,	0,
30.985160,	-13.590603,	13.095066,	6.326118,	-4.838728,	4.818433,	0,	0,	0,
30.815504,	-14.813484,	14.444272,	6.368156,	-4.868660,	4.382111,	0,	0,	0,
30.881365,	-15.645530,	13.520134,	6.529473,	-4.064278,	4.705936,	0,	0,	0,
31.553001,	-12.974607,	14.251113,	6.325021,	-4.639156,	4.379343,	0,	0,	0,
31.143006,	-13.670241,	13.396403,	6.544133,	-4.532644,	4.457842,	0,	0,	0,
31.763427,	-13.658670,	13.205071,	6.372714,	-4.762372,	4.568868,	0,	0,	0,
31.453155,	-14.553566,	13.529034,	6.072955,	-5.318296,	4.609675,	0,	0,	0,
30.095331,	-17.258428,	13.878498,	6.308882,	-4.831525,	4.403178,	0,	0,	0,
30.227901,	-16.928435,	13.272221,	6.325768,	-4.557341,	4.287262,	0,	0,	0,
30.371644,	-15.659468,	12.462998,	6.346947,	-4.595424,	4.100492,	0,	0,	0,
30.538760,	-15.067441,	11.257091,	6.338872,	-4.264279,	4.543064,	0,	0,	0,
30.604718,	-13.421794,	12.289490,	6.113366,	-4.879033,	4.601123,	0,	0,	0,
29.758172,	-14.873036,	13.120630,	6.233297,	-4.703804,	4.076347,	0,	0,	0,
29.734226,	-15.033287,	11.546599,	6.350528,	-4.411124,	4.105620,	0,	0,	0,
30.180354,	-13.978189,	10.741738,	6.221307,	-4.599342,	4.306126,	0,	0,	0,
29.933862,	-14.100399,	11.058396,	6.368866,	-4.858916,	4.390303,	0,	0,	0,
30.368981,	-15.190610,	11.573816,	6.524934,	-4.489932,	4.354442,	0,	0,	0,
31.235784,	-14.379430,	11.734242,	6.652131,	-4.206657,	4.323938,	0,	0,	0,
32.241520,	-12.793609,	11.708258,	6.406667,	-4.504260,	4.309472,	0,	0,	0,
31.865783,	-13.035023,	11.636299,	6.458729,	-3.983200,	4.173852,	0,	0,	0,
31.850564,	-11.130986,	11.061958,	6.314328,	-4.879990,	4.488506,	0,	0,	0,
31.274914,	-13.538201,	11.961335,	6.171576,	-5.297416,	4.403315,	0,	0,	0,
30.378257,	-16.583164,	12.152501,	6.284374,	-4.591510,	4.411365,	0,	0,	0,
30.297034,	-15.591826,	12.295802,	6.470117,	-4.234976,	4.114596,	0,	0,	0,
30.978594,	-13.613198,	11.214752,	6.357027,	-4.695673,	4.347671,	0,	0,	0,
30.932983,	-14.265213,	11.497854,	6.294013,	-4.623634,	3.901858,	0,	0,	0,
30.659009,	-14.363457,	9.913511,	6.294120,	-4.615274,	4.306272,	0,	0,	0,
30.499338,	-14.388053,	10.575010,	6.513082,	-4.429264,	4.101473,	0,	0,	0,
31.265437,	-13.672356,	10.157732,	6.340030,	-4.926681,	4.531292,	0,	0,	0,
31.033882,	-15.206460,	11.600900,	6.130462,	-5.096760,	4.159581,	0,	0,	0,
30.076045,	-16.770426,	10.985258,	6.437915,	-4.792467,	4.065527,	0,	0,	0,
30.723073,	-16.489981,	10.256370,	6.234643,	-4.478935,	4.040920,	0,	0,	0,
30.303330,	-15.095529,	9.733876,	6.224375,	-4.347440,	4.116289,	0,	0,	0,
30.017762,	-13.764604,	9.724382,	6.336305,	-4.426023,	4.036385,	0,	0,	0,
30.290207,	-13.295335,	9.405219,	6.109175,	-4.674037,	3.760619,	0,	0,	0,
29.557944,	-13.994554,	8.136374,	6.320532,	-4.762661,	3.917681,	0,	0,	0,
29.959616,	-14.750972,	8.011397,	6.306990,	-4.184157,	4.191143,	0,	0,	0,
30.141172,	-12.922401,	9.011680,	6.241525,	-4.594625,	4.085619,	0,	0,	0,
29.990320,	-13.464954,	9.182005,	6.217865,	-4.460476,	3.993960,	0,	0,	0,
29.809307,	-13.255466,	8.921781,	6.352313,	-4.199735,	4.348217,	0,	0,	0,
30.231231,	-12.109672,	10.160142,	6.284726,	-5.084915,	4.028463,	0,	0,	0,
30.212501,	-14.914388,	9.628755,	6.420758,	-4.426523,	3.759713,	0,	0,	0,
30.735469,	-13.969150,	8.263434,	6.515691,	-4.538994,	4.013363,	0,	0,	0,
31.413656,	-13.858257,	8.461186,	6.397587,	-4.278049,	3.766564,	0,	0,	0,
31.346397,	-12.769275,	7.608078,	6.291481,	-4.486217,	4.262366,	0,	0,	0,
30.890639,	-12.949986,	9.055552,	6.260608,	-4.414756,	4.205730,	0,	0,	0,
30.503155,	-12.775106,	9.679064,	6.188178,	-4.707865,	3.802474,	0,	0,	0,
29.992456,	-13.823341,	8.460663,	6.371439,	-4.685690,	4.128464,	0,	0,	0,
30.413320,	-14.348823,	9.028190,	6.316364,	-4.193229,	4.054159,	0,	0,	0,
30.443078,	-12.723021,	9.068176,	6.300243,	-5.223881,	3.807375,	0,	0,	0,
30.397193,	-15.818214,	8.122940,	6.343526,	-4.368958,	3.900962,	0,	0,	0,
30.540265,	-14.271348,	7.937927,	6.218519,	-4.569113,	4.172005,	0,	0,	0,
30.133226,	-14.153055,	8.893633,	6.167874,	-4.977007,	4.284553,	0,	0,	0,
29.696603,	-15.684871,	9.893820,	6.096863,	-4.922217,	4.034914,	0,	0,	0,
29.162760,	-16.364916,	9.498453,	6.322505,	-4.805910,	3.671864,	0,	0,	0,
29.736443,	-16.305793,	7.842496,	6.134743,	-4.797419,	4.445486,	0,	0,	0,
29.334716,	-16.237918,	9.911253,	6.331558,	-4.812460,	4.396565,	0,	0,	0,
29.872451,	-16.257293,	10.928085,	6.324130,	-4.478638,	3.977459,	0,	0,	0,
30.157513,	-14.958397,	9.877304,	6.439007,	-4.933265,	3.964834,	0,	0,	0,
30.774965,	-15.983776,	9.213748,	6.159965,	-5.154819,	4.103051,	0,	0,	0,
30.040549,	-17.452510,	9.368499,	6.249619,	-4.903118,	4.066345,	0,	0,	0,
29.963290,	-17.322839,	9.314858,	6.387524,	-4.537416,	4.373413,	0,	0,	0,
30.459408,	-15.811724,	10.488723,	6.309045,	-5.134542,	4.270813,	0,	0,	0,
30.441284,	-17.272391,	10.771955,	6.411327,	-4.492302,	4.447555,	0,	0,	0,
30.832140,	-15.605182,	11.631147,	6.464705,	-4.753734,	4.299425,	0,	0,	0,
31.270031,	-15.657072,	11.551807,	6.341552,	-4.375187,	4.226713,	0,	0,	0,
31.042540,	-14.201638,	11.220057,	6.203980,	-4.517604,	4.329036,	0,	0,	0,
30.369658,	-13.910154,	11.427815,	6.247169,	-4.745723,	4.304352,	0,	0,	0,
30.145981,	-14.635171,	11.452330,	6.266026,	-4.779011,	4.041124,	0,	0,	0,
30.089293,	-15.189473,	10.433514,	6.393571,	-4.899442,	4.408278,	0,	0,	0,
30.556770,	-15.986047,	11.279230,	6.225114,	-4.728261,	3.960986,	0,	0,	0,
30.168756,	-15.779642,	10.017832,	6.255616,	-5.205703,	4.164244,	0,	0,	0,
30.061742,	-17.532943,	10.078525,	6.247877,	-4.861458,	4.224802,	0,	0,	0,
29.968835,	-17.206326,	10.351676,	6.441797,	-4.505476,	4.280759,	0,	0,	0,
30.675663,	-15.618281,	10.730911,	6.267835,	-5.060168,	3.899717,	0,	0,	0,
30.405903,	-16.867446,	9.456958,	6.304308,	-4.799607,	4.278844,	0,	0,	0,
30.391426,	-16.574697,	10.200584,	6.316398,	-4.746465,	3.873000,	0,	0,	0,
30.430419,	-16.195058,	9.042211,	6.321068,	-5.097765,	3.824079,	0,	0,	0,
30.471534,	-17.352039,	8.173329,	6.183845,	-4.355054,	3.944336,	0,	0,	0,
29.956972,	-15.113039,	8.137610,	6.212196,	-4.493663,	4.229572,	0,	0,	0,
29.767572,	-14.348746,	9.236261,	6.248336,	-4.580671,	3.853937,	0,	0,	0,
29.798747,	-14.243645,	8.403908,	6.296504,	-4.656484,	3.900695,	0,	0,	0,
30.006018,	-14.479788,	8.101058,	6.024835,	-5.272617,	4.249892,	0,	0,	0,
29.060860,	-17.036031,	9.294656,	6.145804,	-4.936314,	3.983031,	0,	0,	0,
28.983364,	-17.209766,	8.944711,	6.352061,	-4.590479,	4.135019,	0,	0,	0,
29.747619,	-15.953921,	9.336764,	6.286107,	-4.287519,	4.219226,	0,	0,	0,
29.935334,	-14.031008,	9.896357,	6.259502,	-4.344005,	4.188173,	0,	0,	0,
29.940601,	-13.129091,	10.101464,	6.201149,	-4.325828,	3.587778,	0,	0,	0,
29.714648,	-12.530730,	7.864828,	6.356903,	-4.648370,	4.010659,	0,	0,	0,
30.193934,	-13.447033,	8.217655,	6.421948,	-4.250550,	3.792935,	0,	0,	0,
30.729293,	-12.421055,	7.569279,	6.152014,	-4.772538,	4.091369,	0,	0,	0,
29.982654,	-13.870292,	8.361735,	6.187014,	-4.649596,	3.958080,	0,	0,	0,
29.683743,	-14.234593,	8.301646,	6.290515,	-4.415027,	3.738868,	0,	0,	0,
29.915309,	-13.526806,	7.406149,	6.477476,	-4.477871,	3.889166,	0,	0,	0,
30.784424,	-13.359879,	7.472787,	6.452344,	-3.713110,	3.735958,	0,	0,	0,
31.193634,	-10.260734,	6.910402,	6.425927,	-4.826019,	3.831688,	0,	0,	0,
31.329062,	-12.817856,	6.957511,	6.145512,	-4.763005,	3.676061,	0,	0,	0,
30.307598,	-14.064738,	6.374219,	6.196399,	-4.710054,	3.559038,	0,	0,	0,
29.910453,	-14.585503,	5.574080,	6.126878,	-4.814953,	3.892864,	0,	0,	0,
29.405526,	-15.301521,	6.416768,	6.257178,	-4.865596,	3.871589,	0,	0,	0,
29.621894,	-15.918679,	6.825674,	6.355396,	-4.038755,	3.701821,	0,	0,	0,
30.133820,	-13.034041,	6.398290,	6.395915,	-4.718073,	3.922599,	0,	0,	0,
30.591986,	-14.014711,	7.015084,	6.316981,	-4.981624,	3.780486,	0,	0,	0,
30.549899,	-15.622153,	6.817717,	6.273316,	-4.654359,	4.050888,	0,	0,	0,
30.353927,	-15.276951,	7.763688,	6.343079,	-5.172764,	3.743870,	0,	0,	0,
30.513225,	-17.109926,	7.111435,	6.377819,	-4.457378,	3.678218,	0,	0,	0,
30.742659,	-15.373174,	6.472628,	6.109053,	-4.835172,	3.709002,	0,	0,	0,
29.821847,	-15.841136,	6.220176,	6.234585,	-4.354029,	3.830449,	0,	0,	0,
29.776490,	-14.226148,	6.549330,	6.291656,	-4.105072,	3.626488,	0,	0,	0,
29.973981,	-12.305329,	5.941140,	6.334536,	-4.309939,	3.739677,	0,	0,	0,
30.257681,	-11.987019,	6.030008,	6.142629,	-4.254946,	4.141627,	0,	0,	0,
29.670241,	-11.585179,	7.659549,	6.215829,	-4.395293,	3.430845,	0,	0,	0,
29.614285,	-11.901218,	5.821995,	6.052464,	-4.990154,	3.845656,	0,	0,	0,
28.940397,	-14.420656,	6.376344,	6.161764,	-4.593692,	3.693634,	0,	0,	0,
28.975614,	-14.336770,	6.103599,	6.304170,	-4.607093,	3.954682,	0,	0,	0,
29.555121,	-14.340350,	6.968811,	6.508778,	-3.801288,	3.647359,	0,	0,	0,
30.696812,	-11.179743,	6.268169,	6.428250,	-3.988999,	3.665582,	0,	0,	0,
31.047871,	-10.069647,	5.930286,	6.107397,	-5.326876,	3.667091,	0,	0,	0,
29.993692,	-14.672010,	5.738774,	6.229415,	-4.397206,	3.807232,	0,	0,	0,
29.856613,	-13.712455,	6.176906,	6.180439,	-4.984262,	3.362881,	0,	0,	0,
29.584286,	-15.455891,	4.688892,	6.133350,	-4.764724,	3.973136,	0,	0,	0,
29.240338,	-15.612972,	6.214584,	6.175737,	-5.301611,	3.588758,	0,	0,	0,
29.205723,	-17.811984,	5.597451,	6.257004,	-4.680572,	4.154531,	0,	0,	0,
29.504460,	-16.659421,	7.457441,	6.362985,	-4.789908,	3.629308,	0,	0,	0,
30.094987,	-16.415077,	6.482844,	6.338768,	-5.063679,	3.655609,	0,	0,	0,
30.345002,	-17.346820,	6.016586,	6.272810,	-4.315032,	3.922053,	0,	0,	0,
30.232213,	-14.952904,	6.789899,	6.180040,	-5.211461,	3.578852,	0,	0,	0,
29.802197,	-17.072455,	5.894744,	6.134207,	-4.274108,	4.000579,	0,	0,	0,
29.371033,	-14.631965,	7.026912,	6.298762,	-4.553307,	3.756669,	0,	0,	0,
29.764953,	-14.301737,	6.731151,	6.233435,	-4.349301,	4.140043,	0,	0,	0,
29.738731,	-13.308073,	8.063030,	6.405617,	-4.247485,	3.696181,	0,	0,	0,
30.399205,	-12.327828,	7.099175,	6.191432,	-4.552912,	3.573217,	0,	0,	0,
29.944488,	-12.953807,	6.053346,	6.281945,	-4.337066,	3.787488,	0,	0,	0,
